id,source_fallout_id,action_id,target_system,creation_date,due_date,status,retry_count,error_code,error_desc
16604,AFOM06966,ACT005,FTTN-SRI,2017-03-26 14:19:03,2017-03-28 14:19:03,CREATED,0,,
16605,AFOM06967,ACT003,PNI,2015-12-09 13:25:06,2015-12-11 13:25:06,CLOSED-FAILURE,0,,
16606,AFOM06968,ACT005,FTTN-SRI,2016-10-01 15:01:24,2016-10-03 15:01:24,CLOSED-SUCCESSFUL,0,,
16607,AFOM06969,ACT003,PNI,2015-06-21 10:36:09,2015-06-23 10:36:09,CLOSED-SUCCESSFUL,0,,
16608,AFOM06970,ACT009,HFC-SRI,2015-06-29 06:22:02,2015-07-01 06:22:02,CLOSED-FAILURE,0,,
16609,AFOM06971,ACT005,FTTN-SRI,2017-02-02 08:19:03,2017-02-04 08:19:03,RETRY-FAILURE,2,,
16610,AFOM06972,ACT003,PNI,2016-09-13 06:10:09,2016-09-15 06:10:09,CREATED,0,,
16611,AFOM06973,ACT004,HFC-SRI,2016-02-18 02:22:17,2016-02-20 02:22:17,RETRY-SUCCESS,2,,
16612,AFOM06974,ACT002,HFC-SRI,2016-10-10 20:46:21,2016-10-12 20:46:21,CLOSED-FAILURE,0,,
16613,AFOM06975,ACT007,PNI,2015-12-23 23:54:56,2015-12-25 23:54:56,CREATED,0,,
16614,AFOM06976,ACT002,HFC-SRI,2016-04-26 02:24:14,2016-04-28 02:24:14,CLOSED-FAILURE,0,,
16615,AFOM06977,ACT003,PNI,2016-07-15 17:28:36,2016-07-17 17:28:36,RETRY-STARTED,3,,
16616,AFOM06978,ACT009,HFC-SRI,2016-12-26 21:28:22,2016-12-28 21:28:22,STARTED,0,,
16617,AFOM06979,ACT010,PNI,2015-11-19 11:17:25,2015-11-21 11:17:25,CLOSED-SUCCESSFUL,0,,
16618,AFOM06980,ACT003,PNI,2016-03-26 02:21:16,2016-03-28 02:21:16,RETRY-STARTED,1,,
16619,AFOM06981,ACT008,FTTN-SRI,2015-06-03 11:00:11,2015-06-05 11:00:11,CLOSED-SUCCESSFUL,0,,
16620,AFOM06982,ACT003,PNI,2016-12-02 07:27:02,2016-12-04 07:27:02,RETRY-STARTED,2,,
16621,AFOM06983,ACT007,PNI,2015-05-31 13:03:24,2015-06-02 13:03:24,ERROR,0,ERR001,Message to system XYZ timed out.
16622,AFOM06984,ACT002,HFC-SRI,2015-05-16 04:28:55,2015-05-18 04:28:55,CLOSED-FAILURE,0,,
16623,AFOM06985,ACT001,FTTN-SRI,2016-04-16 02:09:34,2016-04-18 02:09:34,CLOSED-SUCCESSFUL,0,,
16624,AFOM06986,ACT007,PNI,2016-08-21 14:58:32,2016-08-23 14:58:32,RETRY-FAILURE,3,,
16625,AFOM06987,ACT008,FTTN-SRI,2015-11-10 00:26:09,2015-11-12 00:26:09,CLOSED-SUCCESSFUL,0,,
16626,AFOM06988,ACT007,PNI,2015-10-29 19:29:54,2015-10-31 19:29:54,ERROR,0,ERR002,Error Response received from system XYZ.
16627,AFOM06989,ACT004,HFC-SRI,2015-07-16 23:34:57,2015-07-18 23:34:57,ERROR,0,ERR003,Error encoutnered from on system ABC.
16628,AFOM06990,ACT003,PNI,2015-12-18 04:29:17,2015-12-20 04:29:17,STARTED,0,,
16629,AFOM06991,ACT001,FTTN-SRI,2016-09-09 07:18:43,2016-09-11 07:18:43,CREATED,0,,
16630,AFOM06992,ACT005,FTTN-SRI,2016-03-12 18:41:01,2016-03-14 18:41:01,ERROR,0,ERR002,Error Response received from system XYZ.
16631,AFOM06993,ACT006,HFC-SRI,2017-02-28 08:56:19,2017-03-02 08:56:19,RETRY-SUCCESS,1,,
16632,AFOM06994,ACT002,HFC-SRI,2015-08-11 22:18:34,2015-08-13 22:18:34,CLOSED-FAILURE,0,,
16633,AFOM06995,ACT008,FTTN-SRI,2015-06-07 23:41:33,2015-06-09 23:41:33,CLOSED-FAILURE,0,,
16634,AFOM06996,ACT008,FTTN-SRI,2016-10-02 22:30:59,2016-10-04 22:30:59,RETRY-FAILURE,2,,
16635,AFOM06997,ACT003,PNI,2016-06-04 02:05:30,2016-06-06 02:05:30,RETRY-FAILURE,3,,
16636,AFOM06998,ACT006,HFC-SRI,2016-11-07 06:31:53,2016-11-09 06:31:53,CREATED,0,,
16637,AFOM06999,ACT001,FTTN-SRI,2016-03-22 02:10:36,2016-03-24 02:10:36,CLOSED-SUCCESSFUL,0,,
16638,AFOM07000,ACT006,HFC-SRI,2017-02-09 19:22:57,2017-02-11 19:22:57,CREATED,0,,
16639,AFOM07001,ACT006,HFC-SRI,2015-09-25 23:24:58,2015-09-27 23:24:58,CLOSED-SUCCESSFUL,0,,
16640,AFOM07002,ACT004,HFC-SRI,2016-12-24 23:13:43,2016-12-26 23:13:43,CLOSED-SUCCESSFUL,0,,
16641,AFOM07003,ACT008,FTTN-SRI,2016-08-09 03:55:14,2016-08-11 03:55:14,RETRY-FAILURE,2,,
16642,AFOM07004,ACT007,PNI,2016-12-21 02:37:39,2016-12-23 02:37:39,STARTED,0,,
16643,AFOM07005,ACT003,PNI,2016-09-11 17:38:27,2016-09-13 17:38:27,CREATED,0,,
16644,AFOM07006,ACT006,HFC-SRI,2017-04-01 00:12:04,2017-04-03 00:12:04,RETRY-STARTED,3,,
16645,AFOM07007,ACT010,PNI,2015-05-28 10:26:41,2015-05-30 10:26:41,RETRY-SUCCESS,1,,
16646,AFOM07008,ACT007,PNI,2017-02-16 05:59:15,2017-02-18 05:59:15,CLOSED-FAILURE,0,,
16647,AFOM07009,ACT010,PNI,2016-03-11 06:30:14,2016-03-13 06:30:14,CLOSED-SUCCESSFUL,0,,
16648,AFOM07010,ACT006,HFC-SRI,2017-04-22 05:57:17,2017-04-24 05:57:17,ERROR,0,ERR003,Error encoutnered from on system ABC.
16649,AFOM07011,ACT001,FTTN-SRI,2015-09-27 20:44:31,2015-09-29 20:44:31,RETRY-FAILURE,2,,
16650,AFOM07012,ACT002,HFC-SRI,2016-04-08 04:16:47,2016-04-10 04:16:47,CLOSED-FAILURE,0,,
16651,AFOM07013,ACT001,FTTN-SRI,2015-11-16 22:23:12,2015-11-18 22:23:12,RETRY-SUCCESS,2,,
16652,AFOM07014,ACT006,HFC-SRI,2017-03-31 01:00:30,2017-04-02 01:00:30,CREATED,0,,
16653,AFOM07015,ACT010,PNI,2016-12-05 02:54:31,2016-12-07 02:54:31,CLOSED-FAILURE,0,,
16654,AFOM07016,ACT008,FTTN-SRI,2015-06-17 21:25:53,2015-06-19 21:25:53,STARTED,0,,
16655,AFOM07017,ACT009,HFC-SRI,2017-04-09 11:13:30,2017-04-11 11:13:30,CLOSED-FAILURE,0,,
16656,AFOM07018,ACT002,HFC-SRI,2015-06-06 18:29:09,2015-06-08 18:29:09,RETRY-SUCCESS,1,,
16657,AFOM07019,ACT009,HFC-SRI,2017-02-10 04:05:43,2017-02-12 04:05:43,RETRY-STARTED,1,,
16658,AFOM07020,ACT007,PNI,2017-04-16 06:18:27,2017-04-18 06:18:27,CLOSED-SUCCESSFUL,0,,
16659,AFOM07021,ACT001,FTTN-SRI,2016-08-21 20:45:04,2016-08-23 20:45:04,CLOSED-FAILURE,0,,
16660,AFOM07022,ACT002,HFC-SRI,2017-04-13 10:52:59,2017-04-15 10:52:59,STARTED,0,,
16661,AFOM07023,ACT007,PNI,2016-08-27 23:27:01,2016-08-29 23:27:01,ERROR,0,ERR001,Message to system XYZ timed out.
16662,AFOM07024,ACT004,HFC-SRI,2017-03-22 12:13:13,2017-03-24 12:13:13,CREATED,0,,
16663,AFOM07025,ACT004,HFC-SRI,2016-05-04 21:10:23,2016-05-06 21:10:23,RETRY-SUCCESS,2,,
16664,AFOM07026,ACT004,HFC-SRI,2015-08-14 11:33:19,2015-08-16 11:33:19,CLOSED-SUCCESSFUL,0,,
16665,AFOM07027,ACT005,FTTN-SRI,2016-10-04 02:25:45,2016-10-06 02:25:45,RETRY-STARTED,2,,
16666,AFOM07028,ACT004,HFC-SRI,2016-12-19 11:14:58,2016-12-21 11:14:58,RETRY-FAILURE,2,,
16667,AFOM07029,ACT005,FTTN-SRI,2015-10-10 07:28:22,2015-10-12 07:28:22,CLOSED-FAILURE,0,,
16668,AFOM07030,ACT002,HFC-SRI,2015-07-21 23:01:32,2015-07-23 23:01:32,CREATED,0,,
16669,AFOM07031,ACT009,HFC-SRI,2015-05-22 12:40:58,2015-05-24 12:40:58,CREATED,0,,
16670,AFOM07032,ACT005,FTTN-SRI,2015-07-01 09:55:28,2015-07-03 09:55:28,RETRY-SUCCESS,1,,
16671,AFOM07033,ACT009,HFC-SRI,2017-04-11 01:35:15,2017-04-13 01:35:15,ERROR,0,ERR001,Message to system XYZ timed out.
16672,AFOM07034,ACT004,HFC-SRI,2016-05-02 15:04:54,2016-05-04 15:04:54,RETRY-STARTED,2,,
16673,AFOM07035,ACT010,PNI,2016-10-10 17:33:07,2016-10-12 17:33:07,STARTED,0,,
16674,AFOM07036,ACT007,PNI,2015-06-04 02:13:29,2015-06-06 02:13:29,CLOSED-SUCCESSFUL,0,,
16675,AFOM07037,ACT004,HFC-SRI,2015-08-05 12:05:15,2015-08-07 12:05:15,RETRY-FAILURE,1,,
16676,AFOM07038,ACT008,FTTN-SRI,2016-05-31 02:20:12,2016-06-02 02:20:12,CREATED,0,,
16677,AFOM07039,ACT005,FTTN-SRI,2015-12-14 21:23:36,2015-12-16 21:23:36,RETRY-STARTED,1,,
16678,AFOM07040,ACT002,HFC-SRI,2015-10-31 00:28:31,2015-11-02 00:28:31,STARTED,0,,
16679,AFOM07041,ACT001,FTTN-SRI,2015-09-05 01:14:18,2015-09-07 01:14:18,CLOSED-SUCCESSFUL,0,,
16680,AFOM07042,ACT008,FTTN-SRI,2015-10-05 14:41:20,2015-10-07 14:41:20,STARTED,0,,
16681,AFOM07043,ACT008,FTTN-SRI,2017-02-10 11:41:50,2017-02-12 11:41:50,CLOSED-SUCCESSFUL,0,,
16682,AFOM07044,ACT001,FTTN-SRI,2016-09-20 05:07:22,2016-09-22 05:07:22,RETRY-SUCCESS,2,,
16683,AFOM07045,ACT002,HFC-SRI,2015-06-27 17:36:24,2015-06-29 17:36:24,RETRY-SUCCESS,2,,
16684,AFOM07046,ACT006,HFC-SRI,2016-03-11 01:05:10,2016-03-13 01:05:10,STARTED,0,,
16685,AFOM07047,ACT007,PNI,2016-10-20 13:17:50,2016-10-22 13:17:50,CLOSED-SUCCESSFUL,0,,
16686,AFOM07048,ACT009,HFC-SRI,2017-02-17 02:10:16,2017-02-19 02:10:16,ERROR,0,ERR003,Error encoutnered from on system ABC.
16687,AFOM07049,ACT002,HFC-SRI,2016-11-28 00:25:03,2016-11-30 00:25:03,RETRY-SUCCESS,2,,
16688,AFOM07050,ACT009,HFC-SRI,2016-12-02 14:07:45,2016-12-04 14:07:45,RETRY-FAILURE,2,,
16689,AFOM07051,ACT009,HFC-SRI,2017-01-26 08:20:48,2017-01-28 08:20:48,ERROR,0,ERR002,Error Response received from system XYZ.
16690,AFOM07052,ACT005,FTTN-SRI,2015-09-22 22:14:35,2015-09-24 22:14:35,ERROR,0,ERR002,Error Response received from system XYZ.
16691,AFOM07053,ACT010,PNI,2016-03-21 07:34:21,2016-03-23 07:34:21,CLOSED-FAILURE,0,,
16692,AFOM07054,ACT010,PNI,2016-04-16 16:02:53,2016-04-18 16:02:53,CLOSED-FAILURE,0,,
16693,AFOM07055,ACT003,PNI,2017-01-23 21:58:50,2017-01-25 21:58:50,CLOSED-SUCCESSFUL,0,,
16694,AFOM07056,ACT005,FTTN-SRI,2017-03-19 08:43:17,2017-03-21 08:43:17,ERROR,0,ERR001,Message to system XYZ timed out.
16695,AFOM07057,ACT005,FTTN-SRI,2015-07-17 01:57:31,2015-07-19 01:57:31,CREATED,0,,
16696,AFOM07058,ACT004,HFC-SRI,2015-06-21 22:34:31,2015-06-23 22:34:31,RETRY-SUCCESS,2,,
16697,AFOM07059,ACT010,PNI,2016-02-16 10:13:00,2016-02-18 10:13:00,RETRY-STARTED,1,,
16698,AFOM07060,ACT004,HFC-SRI,2016-01-03 15:30:08,2016-01-05 15:30:08,CLOSED-SUCCESSFUL,0,,
16699,AFOM07061,ACT004,HFC-SRI,2015-11-17 01:55:25,2015-11-19 01:55:25,CREATED,0,,
16700,AFOM07062,ACT002,HFC-SRI,2017-03-18 00:21:37,2017-03-20 00:21:37,STARTED,0,,
16701,AFOM07063,ACT005,FTTN-SRI,2015-09-25 07:49:57,2015-09-27 07:49:57,CREATED,0,,
16702,AFOM07064,ACT006,HFC-SRI,2016-05-27 21:23:45,2016-05-29 21:23:45,CLOSED-FAILURE,0,,
16703,AFOM07065,ACT010,PNI,2016-10-13 17:49:40,2016-10-15 17:49:40,ERROR,0,ERR002,Error Response received from system XYZ.
16704,AFOM07066,ACT006,HFC-SRI,2015-07-02 11:40:28,2015-07-04 11:40:28,CLOSED-SUCCESSFUL,0,,
16705,AFOM07067,ACT008,FTTN-SRI,2016-11-28 20:11:26,2016-11-30 20:11:26,ERROR,0,ERR002,Error Response received from system XYZ.
16706,AFOM07068,ACT006,HFC-SRI,2016-08-17 02:24:03,2016-08-19 02:24:03,CLOSED-FAILURE,0,,
16707,AFOM07069,ACT001,FTTN-SRI,2015-11-29 20:31:09,2015-12-01 20:31:09,CLOSED-SUCCESSFUL,0,,
16708,AFOM07070,ACT008,FTTN-SRI,2016-02-14 10:24:52,2016-02-16 10:24:52,RETRY-FAILURE,1,,
16709,AFOM07071,ACT005,FTTN-SRI,2017-03-04 16:12:48,2017-03-06 16:12:48,STARTED,0,,
16710,AFOM07072,ACT001,FTTN-SRI,2015-06-10 14:03:31,2015-06-12 14:03:31,CLOSED-SUCCESSFUL,0,,
16711,AFOM07073,ACT001,FTTN-SRI,2016-02-20 13:56:24,2016-02-22 13:56:24,STARTED,0,,
16712,AFOM07074,ACT002,HFC-SRI,2015-07-30 03:21:19,2015-08-01 03:21:19,RETRY-FAILURE,2,,
16713,AFOM07075,ACT008,FTTN-SRI,2017-03-07 23:22:32,2017-03-09 23:22:32,ERROR,0,ERR002,Error Response received from system XYZ.
16714,AFOM07076,ACT005,FTTN-SRI,2017-04-16 19:35:05,2017-04-18 19:35:05,CLOSED-FAILURE,0,,
16715,AFOM07077,ACT007,PNI,2016-05-28 09:56:54,2016-05-30 09:56:54,RETRY-STARTED,3,,
16716,AFOM07078,ACT009,HFC-SRI,2016-10-24 11:30:55,2016-10-26 11:30:55,CREATED,0,,
16717,AFOM07079,ACT010,PNI,2016-07-19 16:19:05,2016-07-21 16:19:05,RETRY-SUCCESS,2,,
16718,AFOM07080,ACT002,HFC-SRI,2017-03-20 03:19:00,2017-03-22 03:19:00,CLOSED-SUCCESSFUL,0,,
16719,AFOM07081,ACT005,FTTN-SRI,2017-02-25 03:11:13,2017-02-27 03:11:13,RETRY-SUCCESS,1,,
16720,AFOM07082,ACT003,PNI,2016-07-09 00:03:04,2016-07-11 00:03:04,STARTED,0,,
16721,AFOM07083,ACT005,FTTN-SRI,2015-07-28 18:26:33,2015-07-30 18:26:33,RETRY-STARTED,3,,
16722,AFOM07084,ACT006,HFC-SRI,2017-04-14 22:09:32,2017-04-16 22:09:32,RETRY-STARTED,2,,
16723,AFOM07085,ACT002,HFC-SRI,2015-09-19 12:00:02,2015-09-21 12:00:02,RETRY-STARTED,2,,
16724,AFOM07086,ACT009,HFC-SRI,2016-01-08 01:35:56,2016-01-10 01:35:56,ERROR,0,ERR002,Error Response received from system XYZ.
16725,AFOM07087,ACT006,HFC-SRI,2016-08-28 18:45:18,2016-08-30 18:45:18,STARTED,0,,
16726,AFOM07088,ACT001,FTTN-SRI,2016-07-30 12:03:46,2016-08-01 12:03:46,RETRY-FAILURE,2,,
16727,AFOM07089,ACT010,PNI,2015-11-20 09:17:25,2015-11-22 09:17:25,RETRY-SUCCESS,2,,
16728,AFOM07090,ACT006,HFC-SRI,2017-03-28 04:45:49,2017-03-30 04:45:49,STARTED,0,,
16729,AFOM07091,ACT004,HFC-SRI,2016-03-14 06:34:00,2016-03-16 06:34:00,RETRY-STARTED,1,,
16730,AFOM07092,ACT006,HFC-SRI,2016-07-14 19:17:52,2016-07-16 19:17:52,CLOSED-SUCCESSFUL,0,,
16731,AFOM07093,ACT008,FTTN-SRI,2015-10-21 22:47:02,2015-10-23 22:47:02,CREATED,0,,
16732,AFOM07094,ACT003,PNI,2016-02-15 11:37:06,2016-02-17 11:37:06,CREATED,0,,
16733,AFOM07095,ACT009,HFC-SRI,2017-02-06 23:05:05,2017-02-08 23:05:05,CREATED,0,,
16734,AFOM07096,ACT001,FTTN-SRI,2016-10-23 19:48:29,2016-10-25 19:48:29,CLOSED-FAILURE,0,,
16735,AFOM07097,ACT001,FTTN-SRI,2016-06-29 22:23:04,2016-07-01 22:23:04,CLOSED-FAILURE,0,,
16736,AFOM07098,ACT004,HFC-SRI,2016-12-31 20:50:35,2017-01-02 20:50:35,CLOSED-SUCCESSFUL,0,,
16737,AFOM07099,ACT007,PNI,2017-01-28 08:50:49,2017-01-30 08:50:49,RETRY-FAILURE,2,,
16738,AFOM07100,ACT003,PNI,2016-04-05 01:36:25,2016-04-07 01:36:25,RETRY-STARTED,3,,
16739,AFOM07101,ACT002,HFC-SRI,2016-09-09 23:57:46,2016-09-11 23:57:46,RETRY-SUCCESS,2,,
16740,AFOM07102,ACT002,HFC-SRI,2016-01-06 14:47:58,2016-01-08 14:47:58,ERROR,0,ERR003,Error encoutnered from on system ABC.
16741,AFOM07103,ACT005,FTTN-SRI,2016-04-16 22:21:49,2016-04-18 22:21:49,CLOSED-FAILURE,0,,
16742,AFOM07104,ACT002,HFC-SRI,2015-11-16 02:54:02,2015-11-18 02:54:02,RETRY-FAILURE,3,,
16743,AFOM07105,ACT001,FTTN-SRI,2016-05-08 19:43:02,2016-05-10 19:43:02,RETRY-SUCCESS,2,,
16744,AFOM07106,ACT005,FTTN-SRI,2016-02-03 07:56:25,2016-02-05 07:56:25,RETRY-STARTED,3,,
16745,AFOM07107,ACT009,HFC-SRI,2015-11-27 15:49:14,2015-11-29 15:49:14,CREATED,0,,
16746,AFOM07108,ACT002,HFC-SRI,2016-05-07 04:30:48,2016-05-09 04:30:48,RETRY-SUCCESS,2,,
16747,AFOM07109,ACT010,PNI,2015-06-22 21:22:56,2015-06-24 21:22:56,CREATED,0,,
16748,AFOM07110,ACT002,HFC-SRI,2016-12-06 03:12:11,2016-12-08 03:12:11,RETRY-SUCCESS,3,,
16749,AFOM07111,ACT007,PNI,2016-06-02 09:10:10,2016-06-04 09:10:10,CLOSED-SUCCESSFUL,0,,
16750,AFOM07112,ACT008,FTTN-SRI,2015-09-26 23:21:41,2015-09-28 23:21:41,CLOSED-SUCCESSFUL,0,,
16751,AFOM07113,ACT008,FTTN-SRI,2017-05-04 09:24:22,2017-05-06 09:24:22,RETRY-FAILURE,2,,
16752,AFOM07114,ACT009,HFC-SRI,2015-05-26 05:33:15,2015-05-28 05:33:15,CREATED,0,,
16753,AFOM07115,ACT007,PNI,2015-12-21 01:04:36,2015-12-23 01:04:36,RETRY-SUCCESS,1,,
16754,AFOM07116,ACT006,HFC-SRI,2015-12-18 21:53:48,2015-12-20 21:53:48,ERROR,0,ERR003,Error encoutnered from on system ABC.
16755,AFOM07117,ACT010,PNI,2017-03-15 00:08:39,2017-03-17 00:08:39,CLOSED-FAILURE,0,,
16756,AFOM07118,ACT001,FTTN-SRI,2016-08-10 02:05:35,2016-08-12 02:05:35,CLOSED-FAILURE,0,,
16757,AFOM07119,ACT005,FTTN-SRI,2015-08-12 04:35:36,2015-08-14 04:35:36,CLOSED-SUCCESSFUL,0,,
16758,AFOM07120,ACT008,FTTN-SRI,2017-01-18 10:28:15,2017-01-20 10:28:15,RETRY-SUCCESS,1,,
16759,AFOM07121,ACT003,PNI,2015-10-06 17:44:24,2015-10-08 17:44:24,RETRY-SUCCESS,1,,
16760,AFOM07122,ACT010,PNI,2015-12-30 22:31:36,2016-01-01 22:31:36,CLOSED-SUCCESSFUL,0,,
16761,AFOM07123,ACT004,HFC-SRI,2015-07-13 10:52:49,2015-07-15 10:52:49,CLOSED-FAILURE,0,,
16762,AFOM07124,ACT007,PNI,2016-02-13 14:41:37,2016-02-15 14:41:37,CLOSED-SUCCESSFUL,0,,
16763,AFOM07125,ACT004,HFC-SRI,2015-08-29 01:21:00,2015-08-31 01:21:00,RETRY-SUCCESS,3,,
16764,AFOM07126,ACT007,PNI,2016-01-04 16:00:48,2016-01-06 16:00:48,RETRY-FAILURE,2,,
16765,AFOM07127,ACT009,HFC-SRI,2016-11-03 17:46:30,2016-11-05 17:46:30,STARTED,0,,
16766,AFOM07128,ACT002,HFC-SRI,2017-05-02 22:49:21,2017-05-04 22:49:21,ERROR,0,ERR002,Error Response received from system XYZ.
16767,AFOM07129,ACT010,PNI,2016-10-30 21:16:34,2016-11-01 21:16:34,STARTED,0,,
16768,AFOM07130,ACT007,PNI,2016-11-24 05:38:51,2016-11-26 05:38:51,RETRY-STARTED,3,,
16769,AFOM07131,ACT003,PNI,2015-05-24 07:07:06,2015-05-26 07:07:06,CLOSED-FAILURE,0,,
16770,AFOM07132,ACT004,HFC-SRI,2017-04-06 06:01:57,2017-04-08 06:01:57,CLOSED-SUCCESSFUL,0,,
16771,AFOM07133,ACT004,HFC-SRI,2016-05-25 04:05:15,2016-05-27 04:05:15,STARTED,0,,
16772,AFOM07134,ACT006,HFC-SRI,2015-10-03 11:07:39,2015-10-05 11:07:39,RETRY-STARTED,1,,
16773,AFOM07135,ACT005,FTTN-SRI,2016-08-27 20:17:23,2016-08-29 20:17:23,RETRY-SUCCESS,2,,
16774,AFOM07136,ACT009,HFC-SRI,2017-05-08 10:30:12,2017-05-10 10:30:12,CLOSED-FAILURE,0,,
16775,AFOM07137,ACT010,PNI,2016-03-11 05:14:19,2016-03-13 05:14:19,RETRY-FAILURE,1,,
16776,AFOM07138,ACT005,FTTN-SRI,2015-10-09 21:01:06,2015-10-11 21:01:06,RETRY-FAILURE,2,,
16777,AFOM07139,ACT007,PNI,2017-01-19 07:48:37,2017-01-21 07:48:37,CLOSED-SUCCESSFUL,0,,
16778,AFOM07140,ACT010,PNI,2016-10-18 18:06:47,2016-10-20 18:06:47,RETRY-FAILURE,1,,
16779,AFOM07141,ACT005,FTTN-SRI,2015-12-04 13:26:15,2015-12-06 13:26:15,ERROR,0,ERR002,Error Response received from system XYZ.
16780,AFOM07142,ACT006,HFC-SRI,2016-04-08 05:05:33,2016-04-10 05:05:33,RETRY-STARTED,2,,
16781,AFOM07143,ACT004,HFC-SRI,2016-08-15 04:06:21,2016-08-17 04:06:21,RETRY-FAILURE,2,,
16782,AFOM07144,ACT004,HFC-SRI,2016-02-14 23:12:30,2016-02-16 23:12:30,RETRY-STARTED,2,,
16783,AFOM07145,ACT003,PNI,2016-04-15 20:28:16,2016-04-17 20:28:16,CREATED,0,,
16784,AFOM07146,ACT007,PNI,2016-06-25 23:07:47,2016-06-27 23:07:47,RETRY-SUCCESS,2,,
16785,AFOM07147,ACT008,FTTN-SRI,2015-09-02 22:26:47,2015-09-04 22:26:47,STARTED,0,,
16786,AFOM07148,ACT009,HFC-SRI,2017-05-02 07:38:03,2017-05-04 07:38:03,RETRY-FAILURE,2,,
16787,AFOM07149,ACT006,HFC-SRI,2017-05-07 12:00:07,2017-05-09 12:00:07,RETRY-SUCCESS,1,,
16788,AFOM07150,ACT007,PNI,2015-10-21 07:36:43,2015-10-23 07:36:43,CLOSED-FAILURE,0,,
16789,AFOM07151,ACT007,PNI,2016-10-26 09:06:17,2016-10-28 09:06:17,CLOSED-FAILURE,0,,
16790,AFOM07152,ACT003,PNI,2015-05-25 17:57:20,2015-05-27 17:57:20,RETRY-STARTED,3,,
16791,AFOM07153,ACT004,HFC-SRI,2016-04-12 17:41:42,2016-04-14 17:41:42,CLOSED-FAILURE,0,,
16792,AFOM07154,ACT001,FTTN-SRI,2015-07-02 17:17:54,2015-07-04 17:17:54,STARTED,0,,
16793,AFOM07155,ACT006,HFC-SRI,2015-07-01 22:46:08,2015-07-03 22:46:08,CLOSED-FAILURE,0,,
16794,AFOM07156,ACT004,HFC-SRI,2015-08-13 20:20:16,2015-08-15 20:20:16,CLOSED-SUCCESSFUL,0,,
16795,AFOM07157,ACT007,PNI,2015-09-19 18:58:36,2015-09-21 18:58:36,RETRY-SUCCESS,2,,
16796,AFOM07158,ACT006,HFC-SRI,2016-06-03 00:44:53,2016-06-05 00:44:53,CREATED,0,,
16797,AFOM07159,ACT007,PNI,2016-05-02 19:49:09,2016-05-04 19:49:09,CLOSED-SUCCESSFUL,0,,
16798,AFOM07160,ACT010,PNI,2017-05-07 11:58:35,2017-05-09 11:58:35,RETRY-SUCCESS,3,,
16799,AFOM07161,ACT001,FTTN-SRI,2016-11-05 13:41:45,2016-11-07 13:41:45,RETRY-FAILURE,3,,
16800,AFOM07162,ACT002,HFC-SRI,2016-05-28 10:09:09,2016-05-30 10:09:09,RETRY-STARTED,2,,
16801,AFOM07163,ACT001,FTTN-SRI,2016-04-25 13:55:55,2016-04-27 13:55:55,STARTED,0,,
16802,AFOM07164,ACT009,HFC-SRI,2015-06-22 00:21:33,2015-06-24 00:21:33,RETRY-STARTED,1,,
16803,AFOM07165,ACT009,HFC-SRI,2016-10-08 22:45:26,2016-10-10 22:45:26,CREATED,0,,
16804,AFOM07166,ACT002,HFC-SRI,2016-06-29 04:07:21,2016-07-01 04:07:21,RETRY-STARTED,3,,
16805,AFOM07167,ACT007,PNI,2017-04-06 18:07:45,2017-04-08 18:07:45,CLOSED-FAILURE,0,,
16806,AFOM07168,ACT004,HFC-SRI,2016-12-16 22:36:02,2016-12-18 22:36:02,CLOSED-FAILURE,0,,
16807,AFOM07169,ACT006,HFC-SRI,2015-08-28 04:44:15,2015-08-30 04:44:15,STARTED,0,,
16808,AFOM07170,ACT006,HFC-SRI,2015-06-24 06:28:23,2015-06-26 06:28:23,RETRY-SUCCESS,3,,
16809,AFOM07171,ACT002,HFC-SRI,2017-01-03 09:03:00,2017-01-05 09:03:00,RETRY-FAILURE,1,,
16810,AFOM07172,ACT006,HFC-SRI,2016-10-14 21:11:08,2016-10-16 21:11:08,ERROR,0,ERR003,Error encoutnered from on system ABC.
16811,AFOM07173,ACT005,FTTN-SRI,2015-06-20 05:55:27,2015-06-22 05:55:27,STARTED,0,,
16812,AFOM07174,ACT004,HFC-SRI,2016-09-27 19:26:15,2016-09-29 19:26:15,CLOSED-SUCCESSFUL,0,,
16813,AFOM07175,ACT006,HFC-SRI,2015-07-14 22:42:34,2015-07-16 22:42:34,RETRY-SUCCESS,1,,
16814,AFOM07176,ACT009,HFC-SRI,2016-06-22 09:24:07,2016-06-24 09:24:07,CREATED,0,,
16815,AFOM07177,ACT006,HFC-SRI,2016-09-01 19:39:18,2016-09-03 19:39:18,RETRY-SUCCESS,2,,
16816,AFOM07178,ACT004,HFC-SRI,2016-06-15 23:52:43,2016-06-17 23:52:43,CREATED,0,,
16817,AFOM07179,ACT001,FTTN-SRI,2017-04-01 18:46:08,2017-04-03 18:46:08,RETRY-FAILURE,2,,
16818,AFOM07180,ACT005,FTTN-SRI,2015-08-01 11:55:44,2015-08-03 11:55:44,CREATED,0,,
16819,AFOM07181,ACT004,HFC-SRI,2017-04-22 22:36:22,2017-04-24 22:36:22,CLOSED-FAILURE,0,,
16820,AFOM07182,ACT006,HFC-SRI,2015-10-09 15:17:04,2015-10-11 15:17:04,CREATED,0,,
16821,AFOM07183,ACT007,PNI,2016-02-06 16:38:53,2016-02-08 16:38:53,RETRY-SUCCESS,2,,
16822,AFOM07184,ACT002,HFC-SRI,2015-08-19 02:31:55,2015-08-21 02:31:55,CLOSED-FAILURE,0,,
